site_id,transaction_id,user_id,vehicle_id,payment_status,vehicle_status,self_park,valet,entry_time,exit_time,price
472,813874,468361,467414,Payment Not Required,Picked Up,1,0,2020-10-11T09:42:38-05:00,2020-10-11T14:44:38-05:00,0
472,813875,785428,779773,Payment Not Required,Picked Up,1,0,2020-10-11T09:43:56-05:00,2020-10-11T17:58:15-05:00,0
472,813876,715433,712322,Payment Not Required,Picked Up,1,0,2020-10-11T09:44:13-05:00,2020-10-11T15:32:19-05:00,0
472,813877,859323,839895,Payment Not Required,Picked Up,1,0,2020-10-11T09:45:13-05:00,2020-10-11T21:46:35-05:00,0
473,813878,847525,835547,Payment Not Required,Picked Up,1,0,2020-10-11T09:46:28-05:00,2020-10-11T21:59:04-05:00,0
472,813880,521759,520541,Payment Not Required,Picked Up,1,0,2020-10-11T09:47:49-05:00,2020-10-11T16:01:04-05:00,0
472,813881,664815,661761,Payment Not Required,Picked Up,1,0,2020-10-11T09:47:56-05:00,2020-10-11T15:38:12-05:00,0
472,813882,846493,830622,Payment Not Required,Picked Up,1,0,2020-10-11T09:48:47-05:00,2020-10-11T15:48:23-05:00,0
474,813883,801000,794525,Payment Foregone,Picked Up,1,0,2020-10-11T09:48:49-05:00,2020-10-12T00:20:37-05:00,50
472,813884,555930,554546,Payment Not Required,Picked Up,1,0,2020-10-11T09:49:37-05:00,2020-10-11T21:47:45-05:00,0
472,813885,813517,804857,Payment Not Required,Picked Up,1,0,2020-10-11T09:49:44-05:00,2020-10-12T01:09:19-05:00,0
472,813886,887185,860351,Payment Not Required,Picked Up,1,0,2020-10-11T09:50:29-05:00,2020-10-11T10:36:49-05:00,0
472,813887,786978,781279,Payment Not Required,Picked Up,1,0,2020-10-11T09:50:35-05:00,2020-10-11T19:21:30-05:00,0
472,813888,474238,473286,Payment Not Required,Picked Up,1,0,2020-10-11T09:51:59-05:00,2020-10-11T17:46:54-05:00,0
473,813889,881539,856291,Payment Foregone,Picked Up,1,0,2020-10-11T09:52:31-05:00,2020-10-11T17:46:52-05:00,20
474,813890,887186,860352,Payment Completed,Picked Up,1,0,2020-10-11T09:52:33-05:00,2020-10-11T10:09:01-05:00,5
472,813891,303633,303564,Payment Not Required,Picked Up,1,0,2020-10-11T09:52:59-05:00,2020-10-11T21:57:12-05:00,0
473,813892,853774,835699,Payment Not Required,Picked Up,1,0,2020-10-11T09:53:19-05:00,2020-10-11T17:56:19-05:00,0
472,813893,883137,857398,Payment Not Required,Picked Up,1,0,2020-10-11T09:55:27-05:00,2020-10-19T07:38:11-05:00,0
472,813894,471517,470566,Payment Not Required,Picked Up,1,0,2020-10-11T09:55:37-05:00,2020-10-11T22:07:43-05:00,0
472,813896,829391,817971,Payment Not Required,Picked Up,1,0,2020-10-11T09:59:22-05:00,2020-10-11T21:21:25-05:00,0
472,813897,885233,858842,Payment Not Required,Picked Up,1,0,2020-10-11T10:00:52-05:00,2020-10-11T10:22:34-05:00,0
472,813898,887189,860354,Payment Not Required,Picked Up,1,0,2020-10-11T10:01:16-05:00,2020-10-11T12:51:54-05:00,0
482,813899,885289,858891,Payment Completed,Picked Up,1,0,2020-10-11T10:00:55-05:00,2020-10-11T10:01:00-05:00,12
473,813900,718279,828079,Payment Not Required,Picked Up,1,0,2020-10-11T10:05:20-05:00,2020-10-11T22:31:48-05:00,0
474,813902,887191,860356,Payment Completed,Picked Up,1,0,2020-10-11T10:07:05-05:00,2020-10-11T12:48:39-05:00,25
472,813903,832644,820378,Payment Not Required,Picked Up,1,0,2020-10-11T10:08:54-05:00,2020-10-11T15:13:06-05:00,0
473,813904,718249,853737,Payment Not Required,Picked Up,1,0,2020-10-11T10:10:00-05:00,2020-10-11T18:03:11-05:00,0
472,813906,800676,794148,Payment Not Required,Picked Up,1,0,2020-10-11T10:11:17-05:00,2020-10-11T21:38:22-05:00,0
474,813907,887192,860357,Payment Completed,Picked Up,1,0,2020-10-11T10:11:41-05:00,2020-10-11T12:10:20-05:00,20
474,813908,887198,860361,Payment Completed,Picked Up,1,0,2020-10-11T10:15:25-05:00,2020-10-11T10:45:11-05:00,5
472,813909,867095,845769,Payment Not Required,Picked Up,1,0,2020-10-11T10:16:34-05:00,2020-10-11T10:53:56-05:00,0
472,813910,481878,480886,Payment Not Required,Picked Up,1,0,2020-10-11T10:16:53-05:00,2020-10-11T16:26:19-05:00,0
473,813911,884305,858185,Payment Not Required,Picked Up,1,0,2020-10-11T10:16:57-05:00,2020-10-11T18:01:57-05:00,0
474,813912,887196,860359,Payment Foregone,Picked Up,1,0,2020-10-11T10:17:33-05:00,2020-10-11T12:52:13-05:00,25
474,813913,887197,860360,Payment Completed,Picked Up,1,0,2020-10-11T10:19:55-05:00,2020-10-11T11:16:37-05:00,10
472,813915,723649,720292,Payment Not Required,Picked Up,1,0,2020-10-11T10:28:45-05:00,2020-10-11T22:38:30-05:00,0
495,813916,887202,860362,Payment Not Required,Picked Up,0,1,2020-10-11T10:30:17-05:00,2020-10-11T11:34:52-05:00,15
473,813917,887214,860371,Payment Foregone,Picked Up,1,0,2020-10-11T10:30:53-05:00,2020-10-12T13:10:52-05:00,20
472,813918,885218,858830,Payment Not Required,Picked Up,1,0,2020-10-11T10:30:58-05:00,2020-10-11T13:01:49-05:00,0
482,813920,887205,860366,Payment Completed,Picked Up,1,0,2020-10-11T10:33:57-05:00,2020-10-11T10:34:00-05:00,12
496,813921,815316,806300,Payment Completed,Picked Up,0,1,2020-10-11T10:36:16-05:00,2020-10-11T13:16:52-05:00,20
495,813924,887211,860369,Payment Not Required,Picked Up,0,1,2020-10-11T10:39:40-05:00,2020-10-11T11:37:02-05:00,10
496,813925,887213,860370,Payment Completed,Picked Up,0,1,2020-10-11T10:41:43-05:00,2020-10-11T13:49:00-05:00,20
472,813926,472923,471971,Payment Not Required,Picked Up,1,0,2020-10-11T10:43:53-05:00,2020-10-11T15:13:25-05:00,0
474,813929,887217,860374,Payment Foregone,Picked Up,1,0,2020-10-11T10:45:47-05:00,2020-10-11T13:59:30-05:00,25
496,813930,887218,821014,Payment Completed,Picked Up,0,1,2020-10-11T10:46:12-05:00,2020-10-11T14:34:50-05:00,20
473,813931,715857,712746,Payment Foregone,Picked Up,1,0,2020-10-11T10:46:23-05:00,2020-10-11T16:10:01-05:00,20
473,813932,472207,471255,Payment Foregone,Picked Up,1,0,2020-10-11T10:46:34-05:00,2020-10-11T17:08:10-05:00,20
472,813933,469291,468340,Payment Not Required,Picked Up,1,0,2020-10-11T10:47:31-05:00,2020-10-11T14:56:11-05:00,0
493,813934,726041,722688,Payment Completed,Picked Up,0,1,2020-10-11T10:47:48-05:00,2020-10-11T12:44:09-05:00,20
473,813935,701082,697982,Payment Foregone,Picked Up,1,0,2020-10-11T10:48:28-05:00,2020-10-11T20:14:50-05:00,20
472,813936,887219,860376,Payment Not Required,Picked Up,1,0,2020-10-11T10:48:59-05:00,2020-10-11T12:39:12-05:00,0
474,813937,842114,839692,Payment Not Required,Picked Up,1,0,2020-10-11T10:49:00-05:00,2020-10-11T12:34:30-05:00,20
493,813938,887220,860373,Payment Completed,Picked Up,0,1,2020-10-11T10:49:07-05:00,2020-10-11T12:35:23-05:00,5
472,813939,887221,860377,Payment Not Required,Picked Up,1,0,2020-10-11T10:49:32-05:00,2020-10-11T15:19:17-05:00,0
493,813940,887225,860378,Payment Not Required,Picked Up,0,1,2020-10-11T10:50:18-05:00,2020-10-11T12:44:45-05:00,5
495,813941,887226,860379,Payment Not Required,Picked Up,0,1,2020-10-11T10:50:23-05:00,2020-10-11T12:00:49-05:00,10
474,813942,887224,860380,Payment Completed,Picked Up,1,0,2020-10-11T10:50:29-05:00,2020-10-11T11:08:52-05:00,5
474,813943,887229,860384,Payment Not Required,Picked Up,1,0,2020-10-11T10:52:10-05:00,2020-10-11T12:54:01-05:00,25
472,813945,773882,768811,Payment Not Required,Picked Up,1,0,2020-10-11T10:54:40-05:00,2020-10-19T07:38:12-05:00,0
472,813946,851011,833718,Payment Not Required,Picked Up,1,0,2020-10-11T10:56:19-05:00,2020-10-11T12:39:08-05:00,0
493,813949,887232,860385,Payment Completed,Picked Up,0,1,2020-10-11T10:57:10-05:00,2020-10-11T13:18:05-05:00,20
472,813950,887239,860396,Payment Not Required,Picked Up,1,0,2020-10-11T10:57:49-05:00,2020-10-11T13:48:13-05:00,0
493,813951,887235,860387,Payment Completed,Picked Up,0,1,2020-10-11T10:58:43-05:00,2020-10-11T12:18:42-05:00,15
474,813952,887236,860388,Payment Completed,Picked Up,1,0,2020-10-11T10:59:08-05:00,2020-10-11T12:31:20-05:00,20
496,813953,849392,860389,Payment Not Required,Picked Up,0,1,2020-10-11T11:00:17-05:00,2020-10-11T12:12:29-05:00,15
493,813954,743339,860390,Payment Completed,Picked Up,0,1,2020-10-11T11:00:51-05:00,2020-10-11T12:06:47-05:00,10
493,813955,887241,860392,Payment Completed,Picked Up,0,1,2020-10-11T11:02:08-05:00,2020-10-11T12:46:22-05:00,20
472,813956,522046,520828,Payment Not Required,Picked Up,1,0,2020-10-11T11:02:20-05:00,2020-10-11T16:34:59-05:00,0
474,813957,887242,860393,Payment Completed,Picked Up,1,0,2020-10-11T11:02:21-05:00,2020-10-11T14:24:03-05:00,25
495,813958,887245,860394,Payment Not Required,Picked Up,0,1,2020-10-11T11:02:32-05:00,2020-10-11T12:51:29-05:00,20
493,813959,887246,860395,Payment Completed,Picked Up,0,1,2020-10-11T11:02:51-05:00,2020-10-11T13:35:30-05:00,20
474,813961,887247,860397,Payment Foregone,Picked Up,1,0,2020-10-11T11:03:53-05:00,2020-10-11T12:59:07-05:00,25
493,813962,887250,860398,Payment Completed,Picked Up,0,1,2020-10-11T11:04:26-05:00,2020-10-11T13:35:43-05:00,20
496,813963,887252,860399,Payment Not Required,Picked Up,0,1,2020-10-11T11:04:33-05:00,2020-10-11T12:46:02-05:00,15
495,813964,887253,860400,Payment Completed,Picked Up,0,1,2020-10-11T11:04:54-05:00,2020-10-11T12:36:26-05:00,15
474,813965,887276,860429,Payment Completed,Picked Up,1,0,2020-10-11T11:05:22-05:00,2020-10-11T12:16:55-05:00,15
493,813966,887258,860402,Payment Completed,Picked Up,0,1,2020-10-11T11:05:23-05:00,2020-10-11T12:53:35-05:00,20
474,813967,887629,860671,Payment Completed,Picked Up,1,0,2020-10-11T11:06:34-05:00,2020-10-11T14:25:00-05:00,25
493,813968,812072,860407,Payment Not Required,Picked Up,0,1,2020-10-11T11:06:39-05:00,2020-10-11T12:36:24-05:00,15
474,813969,887263,860408,Payment Foregone,Picked Up,1,0,2020-10-11T11:06:46-05:00,2020-10-11T13:46:05-05:00,25
474,813970,887434,860529,Payment Not Required,Picked Up,1,0,2020-10-11T11:07:02-05:00,2020-10-11T12:32:31-05:00,15
472,813971,839327,825313,Payment Not Required,Picked Up,1,0,2020-10-11T11:07:35-05:00,2020-10-19T07:38:06-05:00,0
493,813973,856687,617878,Payment Not Required,Picked Up,0,1,2020-10-11T11:08:48-05:00,2020-10-11T13:00:14-05:00,15
474,813974,887277,860421,Payment Not Required,Picked Up,1,0,2020-10-11T11:09:42-05:00,2020-10-11T12:43:04-05:00,20
493,813975,887270,860413,Payment Not Required,Picked Up,0,1,2020-10-11T11:09:45-05:00,2020-10-11T12:45:08-05:00,15
495,813976,887272,860414,Payment Not Required,Picked Up,0,1,2020-10-11T11:09:46-05:00,2020-10-11T12:26:35-05:00,15
474,813977,887279,860420,Payment Completed,Picked Up,1,0,2020-10-11T11:10:00-05:00,2020-10-11T13:39:28-05:00,25
474,813978,887273,860416,Payment Completed,Picked Up,1,0,2020-10-11T11:10:12-05:00,2020-10-11T12:13:10-05:00,15
474,813979,887259,860404,Payment Completed,Picked Up,1,0,2020-10-11T11:06:02-05:00,2020-10-11T11:26:21-05:00,5
493,813980,887275,860417,Payment Completed,Picked Up,0,1,2020-10-11T11:10:43-05:00,2020-10-11T13:35:20-05:00,20
474,813982,887331,860454,Payment Not Required,Picked Up,1,0,2020-10-11T11:00:19-05:00,2020-10-11T11:41:47-05:00,10
493,813983,771477,766820,Payment Completed,Picked Up,0,1,2020-10-11T11:11:29-05:00,2020-10-11T13:35:06-05:00,20
474,813984,852530,834817,Payment Not Required,Picked Up,1,0,2020-10-11T11:12:19-05:00,2020-10-11T11:12:51-05:00,5
474,813985,887280,860418,Payment Foregone,Picked Up,1,0,2020-10-11T11:12:51-05:00,2020-10-11T13:08:50-05:00,25
495,813986,887282,860419,Payment Not Required,Picked Up,0,1,2020-10-11T11:13:14-05:00,2020-10-11T12:29:55-05:00,15
474,813987,887284,860423,Payment Foregone,Picked Up,1,0,2020-10-11T11:14:02-05:00,2020-10-11T13:40:40-05:00,25
495,813988,887288,860424,Payment Not Required,Picked Up,0,1,2020-10-11T11:14:08-05:00,2020-10-11T13:17:16-05:00,20
496,813989,887290,860426,Payment Not Required,Picked Up,0,1,2020-10-11T11:15:01-05:00,2020-10-11T14:10:06-05:00,20
493,813990,887293,860428,Payment Completed,Picked Up,0,1,2020-10-11T11:16:09-05:00,2020-10-11T16:03:41-05:00,20
472,813991,837675,824117,Payment Not Required,Picked Up,1,0,2020-10-11T11:16:30-05:00,2020-10-11T15:35:32-05:00,0
474,813993,887295,860431,Payment Not Required,Picked Up,1,0,2020-10-11T11:17:09-05:00,2020-10-11T11:17:56-05:00,5
493,813994,887297,860432,Payment Not Required,Picked Up,0,1,2020-10-11T11:17:27-05:00,2020-10-11T13:12:13-05:00,20
493,813996,887300,860434,Payment Completed,Picked Up,0,1,2020-10-11T11:20:06-05:00,2020-10-11T15:54:43-05:00,20
474,813998,887494,860568,Payment Foregone,Picked Up,1,0,2020-10-11T11:21:53-05:00,2020-10-11T13:01:13-05:00,25
472,813999,769792,765006,Payment Not Required,Picked Up,1,0,2020-10-11T11:21:58-05:00,2020-10-11T23:15:30-05:00,0
493,814000,887303,860435,Payment Completed,Picked Up,0,1,2020-10-11T11:22:25-05:00,2020-10-11T13:17:36-05:00,15
496,814001,845402,860436,Payment Not Required,Picked Up,0,1,2020-10-11T11:22:33-05:00,2020-10-11T11:32:13-05:00,5
472,814002,830338,818648,Payment Not Required,Picked Up,1,0,2020-10-11T11:23:06-05:00,2020-10-11T19:56:29-05:00,0
493,814003,887307,860438,Payment Completed,Picked Up,0,1,2020-10-11T11:23:33-05:00,2020-10-11T13:35:37-05:00,20
472,814004,738578,734512,Payment Not Required,Picked Up,1,0,2020-10-11T11:23:34-05:00,2020-10-11T14:22:57-05:00,0
496,814005,871630,860439,Payment Completed,Picked Up,0,1,2020-10-11T11:23:44-05:00,2020-10-11T13:24:50-05:00,20
472,814006,763483,758834,Payment Not Required,Picked Up,1,0,2020-10-11T11:23:54-05:00,2020-10-11T18:30:18-05:00,0
493,814007,887308,842632,Payment Completed,Picked Up,0,1,2020-10-11T11:24:29-05:00,2020-10-11T13:18:56-05:00,20
495,814008,887311,860440,Payment Completed,Picked Up,0,1,2020-10-11T11:25:00-05:00,2020-10-11T12:36:14-05:00,15
474,814009,887310,860441,Payment Completed,Picked Up,1,0,2020-10-11T11:25:00-05:00,2020-10-11T14:11:14-05:00,25
496,814010,887313,860442,Payment Completed,Picked Up,0,1,2020-10-11T11:25:25-05:00,2020-10-11T14:02:42-05:00,20
495,814011,887315,860443,Payment Not Required,Picked Up,0,1,2020-10-11T11:25:57-05:00,2020-10-11T13:01:10-05:00,15
496,814012,828097,816973,Payment Foregone,Picked Up,0,1,2020-10-11T11:26:19-05:00,2020-10-11T14:07:26-05:00,20
472,814013,768378,763634,Payment Not Required,Picked Up,1,0,2020-10-11T11:26:52-05:00,2020-10-11T14:02:02-05:00,0
474,814014,887316,860444,Payment Foregone,Picked Up,1,0,2020-10-11T11:26:54-05:00,2020-10-11T13:37:30-05:00,25
474,814015,846232,836756,Payment Not Required,Picked Up,1,0,2020-10-11T11:27:06-05:00,2020-10-11T12:37:53-05:00,15
474,814016,887319,860445,Payment Not Required,Picked Up,1,0,2020-10-11T11:29:27-05:00,2020-10-11T11:34:21-05:00,5
474,814017,887320,860446,Payment Foregone,Picked Up,1,0,2020-10-11T11:29:41-05:00,2020-10-11T13:25:46-05:00,25
472,814018,826581,815736,Payment Not Required,Picked Up,1,0,2020-10-11T11:33:25-05:00,2020-10-11T15:34:34-05:00,0
474,814020,778870,773619,Payment Not Required,Picked Up,1,0,2020-10-11T11:33:34-05:00,2020-10-11T12:58:29-05:00,15
472,814021,773882,768811,Payment Not Required,Picked Up,1,0,2020-10-11T11:33:44-05:00,2020-10-19T07:38:09-05:00,0
474,814022,887341,860462,Payment Foregone,Picked Up,1,0,2020-10-11T11:33:51-05:00,2020-10-11T12:53:21-05:00,25
472,814025,470475,469524,Payment Not Required,Picked Up,1,0,2020-10-11T11:36:38-05:00,2020-10-11T14:49:43-05:00,0
495,814027,887325,860450,Payment Not Required,Picked Up,0,1,2020-10-11T11:38:10-05:00,2020-10-11T12:35:11-05:00,10
495,814028,847851,831505,Payment Not Required,Picked Up,0,1,2020-10-11T11:39:04-05:00,2020-10-11T12:57:02-05:00,15
493,814029,887326,832563,Payment Completed,Picked Up,0,1,2020-10-11T11:39:19-05:00,2020-10-11T12:54:20-05:00,15
496,814030,887328,860451,Payment Not Required,Picked Up,0,1,2020-10-11T11:39:41-05:00,2020-10-11T13:46:27-05:00,20
472,814031,791874,855605,Payment Not Required,Picked Up,1,0,2020-10-11T11:39:49-05:00,2020-10-11T18:40:49-05:00,0
474,814032,887329,860452,Payment Not Required,Picked Up,1,0,2020-10-11T11:40:19-05:00,2020-10-11T13:29:24-05:00,20
496,814033,886927,860453,Payment Foregone,Picked Up,0,1,2020-10-11T11:41:07-05:00,2020-10-11T11:43:09-05:00,5
472,814034,775473,770360,Payment Not Required,Picked Up,1,0,2020-10-11T11:41:26-05:00,2020-10-11T19:14:27-05:00,0
474,814035,887338,860459,Payment Not Required,Picked Up,1,0,2020-10-11T11:43:14-05:00,2020-10-11T13:31:20-05:00,20
495,814036,887335,860456,Payment Not Required,Picked Up,0,1,2020-10-11T11:45:31-05:00,2020-10-11T12:56:16-05:00,10
496,814037,887337,860457,Payment Not Required,Picked Up,0,1,2020-10-11T11:45:40-05:00,2020-10-11T13:02:00-05:00,15
472,814038,887336,860458,Payment Not Required,Picked Up,1,0,2020-10-11T11:45:48-05:00,2020-10-11T13:23:37-05:00,0
473,814039,864953,844187,Payment Foregone,Picked Up,1,0,2020-10-11T11:46:09-05:00,2020-10-11T18:15:37-05:00,20
472,814040,478377,477409,Payment Not Required,Picked Up,1,0,2020-10-11T11:46:40-05:00,2020-10-11T14:49:27-05:00,0
493,814041,796133,789873,Payment Not Required,Picked Up,0,1,2020-10-11T11:46:44-05:00,2020-10-11T13:02:34-05:00,10
495,814042,886927,860125,Payment Not Required,Picked Up,0,1,2020-10-11T11:46:45-05:00,2020-10-11T13:26:44-05:00,15
472,814043,788994,783150,Payment Not Required,Picked Up,1,0,2020-10-11T11:46:49-05:00,2020-10-11T16:03:44-05:00,0
474,814044,846222,830427,Payment Not Required,Picked Up,1,0,2020-10-11T11:46:54-05:00,2020-10-11T13:13:20-05:00,15
472,814045,492658,491596,Payment Not Required,Picked Up,1,0,2020-10-11T11:47:05-05:00,2020-10-11T12:34:50-05:00,0
495,814046,887340,860460,Payment Not Required,Picked Up,0,1,2020-10-11T11:47:46-05:00,2020-10-11T13:22:20-05:00,15
474,814047,887342,860461,Payment Not Required,Picked Up,1,0,2020-10-11T11:48:28-05:00,2020-10-11T12:58:54-05:00,15
474,814048,883159,839566,Payment Not Required,Picked Up,1,0,2020-10-11T11:48:47-05:00,2020-10-11T12:40:28-05:00,10
495,814049,780629,812211,Payment Not Required,Picked Up,0,1,2020-10-11T11:49:06-05:00,2020-10-11T13:16:00-05:00,15
474,814050,887348,860467,Payment Foregone,Picked Up,1,0,2020-10-11T11:49:34-05:00,2020-10-12T09:26:07-05:00,50
473,814052,720716,717466,Payment Foregone,Picked Up,1,0,2020-10-11T11:50:12-05:00,2020-10-11T18:09:29-05:00,20
496,814053,850930,860463,Payment Not Required,Picked Up,0,1,2020-10-11T11:50:17-05:00,2020-10-11T13:41:32-05:00,20
493,814054,887345,860464,Payment Not Required,Picked Up,0,1,2020-10-11T11:50:23-05:00,2020-10-11T13:06:20-05:00,15
495,814055,887347,860465,Payment Completed,Picked Up,0,1,2020-10-11T11:50:40-05:00,2020-10-11T13:41:01-05:00,20
493,814057,887350,860466,Payment Completed,Picked Up,0,1,2020-10-11T11:51:13-05:00,2020-10-11T13:16:57-05:00,15
473,814058,865809,844804,Payment Foregone,Picked Up,1,0,2020-10-11T11:52:36-05:00,2020-10-11T23:16:32-05:00,20
474,814059,887360,860475,Payment Completed,Picked Up,1,0,2020-10-11T11:53:21-05:00,2020-10-11T13:41:33-05:00,20
474,814060,887361,860476,Payment Completed,Picked Up,1,0,2020-10-11T11:53:32-05:00,2020-10-11T13:41:48-05:00,20
495,814061,887355,860470,Payment Not Required,Picked Up,0,1,2020-10-11T11:54:19-05:00,2020-10-11T13:05:51-05:00,15
474,814062,877362,814905,Payment Foregone,Picked Up,1,0,2020-10-11T11:56:04-05:00,2020-10-11T13:40:15-05:00,25
472,814063,880623,786088,Payment Not Required,Picked Up,1,0,2020-10-11T11:57:10-05:00,2020-10-11T12:50:42-05:00,0
496,814065,887359,860473,Payment Completed,Picked Up,0,1,2020-10-11T11:57:25-05:00,2020-10-11T12:36:11-05:00,10
495,814066,850062,860474,Payment Completed,Picked Up,0,1,2020-10-11T11:57:25-05:00,2020-10-11T13:22:06-05:00,15
472,814067,846964,830925,Payment Not Required,Picked Up,1,0,2020-10-11T11:57:43-05:00,2020-10-11T15:20:47-05:00,0
472,814068,829431,817994,Payment Not Required,Picked Up,1,0,2020-10-11T12:00:06-05:00,2020-10-11T13:33:05-05:00,0
474,814069,887362,860477,Payment Not Required,Picked Up,1,0,2020-10-11T12:02:06-05:00,2020-10-11T12:09:44-05:00,5
495,814070,726981,723530,Payment Not Required,Picked Up,0,1,2020-10-11T12:02:12-05:00,2020-10-11T13:12:18-05:00,10
474,814072,887363,860478,Payment Foregone,Picked Up,1,0,2020-10-11T12:02:28-05:00,2020-10-11T13:25:34-05:00,25
474,814073,887364,860479,Payment Foregone,Picked Up,1,0,2020-10-11T12:02:37-05:00,2020-10-11T13:25:22-05:00,25
474,814074,887365,860480,Payment Not Required,Picked Up,1,0,2020-10-11T12:02:43-05:00,2020-10-11T12:54:14-05:00,10
493,814075,887367,860481,Payment Completed,Picked Up,0,1,2020-10-11T12:02:59-05:00,2020-10-11T13:17:26-05:00,10
474,814076,887385,860498,Payment Not Required,Picked Up,1,0,2020-10-11T12:03:48-05:00,2020-10-11T13:20:28-05:00,15
474,814077,868096,846495,Payment Completed,Picked Up,1,0,2020-10-11T12:03:57-05:00,2020-10-11T13:35:18-05:00,20
474,814078,638229,635479,Payment Not Required,Picked Up,1,0,2020-10-11T12:04:47-05:00,2020-10-11T12:14:54-05:00,5
472,814079,887369,860483,Payment Not Required,Picked Up,1,0,2020-10-11T12:06:10-05:00,2020-10-11T14:12:34-05:00,0
473,814080,875543,852180,Payment Foregone,Picked Up,1,0,2020-10-11T12:07:09-05:00,2020-10-11T18:31:53-05:00,20
472,814081,887370,860484,Payment Not Required,Picked Up,1,0,2020-10-11T12:07:14-05:00,2020-10-11T13:16:43-05:00,0
472,814082,820790,810940,Payment Not Required,Picked Up,1,0,2020-10-11T12:08:09-05:00,2020-10-11T13:20:09-05:00,0
493,814083,887373,860485,Payment Completed,Picked Up,0,1,2020-10-11T12:09:17-05:00,2020-10-11T13:34:55-05:00,15
474,814084,887381,860493,Payment Not Required,Picked Up,1,0,2020-10-11T12:09:21-05:00,2020-10-11T13:39:06-05:00,15
474,814085,887374,860487,Payment Completed,Picked Up,1,0,2020-10-11T12:09:32-05:00,2020-10-11T14:20:46-05:00,25
474,814086,887375,860488,Payment Not Required,Picked Up,1,0,2020-10-11T12:09:49-05:00,2020-10-11T12:11:30-05:00,5
474,814087,887376,860489,Payment Not Required,Picked Up,1,0,2020-10-11T12:10:17-05:00,2020-10-11T12:11:42-05:00,5
493,814088,887378,860490,Payment Completed,Picked Up,0,1,2020-10-11T12:10:31-05:00,2020-10-11T14:53:32-05:00,5
474,814090,528862,527622,Payment Foregone,Picked Up,1,0,2020-10-11T12:10:34-05:00,2020-10-11T13:13:46-05:00,25
493,814091,887380,860491,Payment Completed,Picked Up,0,1,2020-10-11T12:11:52-05:00,2020-10-11T15:51:01-05:00,20
474,814092,798246,791830,Payment Completed,Picked Up,1,0,2020-10-11T12:12:23-05:00,2020-10-11T18:52:14-05:00,25
495,814093,887384,860492,Payment Not Required,Picked Up,0,1,2020-10-11T12:14:09-05:00,2020-10-11T17:07:14-05:00,20
493,814094,887386,571581,Payment Completed,Picked Up,0,1,2020-10-11T12:14:19-05:00,2020-10-11T15:58:52-05:00,20
474,814095,887356,860472,Payment Foregone,Picked Up,1,0,2020-10-11T11:56:09-05:00,2020-10-11T13:40:31-05:00,25
474,814096,801122,794560,Payment Foregone,Picked Up,1,0,2020-10-11T12:14:35-05:00,2020-10-11T13:31:35-05:00,25
474,814097,887387,860494,Payment Completed,Picked Up,1,0,2020-10-11T12:15:31-05:00,2020-10-11T16:14:03-05:00,25
472,814098,887433,860528,Payment Not Required,Picked Up,1,0,2020-10-11T12:16:06-05:00,2020-10-11T13:12:13-05:00,0
493,814099,887390,860496,Payment Completed,Picked Up,0,1,2020-10-11T12:16:11-05:00,2020-10-11T15:44:59-05:00,20
474,814100,887405,860511,Payment Not Required,Picked Up,1,0,2020-10-11T12:16:39-05:00,2020-10-11T14:13:47-05:00,20
474,814101,868436,846732,Payment Completed,Picked Up,1,0,2020-10-11T12:17:03-05:00,2020-10-11T14:12:58-05:00,20
474,814102,857007,838152,Payment Completed,Picked Up,1,0,2020-10-11T12:17:43-05:00,2020-10-11T15:45:52-05:00,25
495,814103,887393,860499,Payment Not Required,Picked Up,0,1,2020-10-11T12:18:39-05:00,2020-10-11T13:45:55-05:00,15
474,814104,887394,860500,Payment Foregone,Picked Up,1,0,2020-10-11T12:18:54-05:00,2020-10-11T13:17:49-05:00,25
493,814105,887396,860501,Payment Completed,Picked Up,0,1,2020-10-11T12:20:12-05:00,2020-10-11T15:10:50-05:00,20
496,814106,796395,790066,Payment Completed,Picked Up,0,1,2020-10-11T12:20:16-05:00,2020-10-11T13:16:36-05:00,10
495,814107,887401,860502,Payment Not Required,Picked Up,0,1,2020-10-11T12:20:41-05:00,2020-10-11T15:00:46-05:00,20
474,814108,887415,860518,Payment Completed,Picked Up,1,0,2020-10-11T12:20:49-05:00,2020-10-11T15:29:59-05:00,25
496,814109,887402,860504,Payment Not Required,Picked Up,0,1,2020-10-11T12:20:56-05:00,2020-10-11T13:35:22-05:00,10
474,814110,887403,860505,Payment Completed,Picked Up,1,0,2020-10-11T12:21:37-05:00,2020-10-11T12:27:48-05:00,5
472,814111,468424,467477,Payment Not Required,Picked Up,1,0,2020-10-11T12:22:04-05:00,2020-10-11T23:01:20-05:00,0
474,814112,887404,860506,Payment Completed,Picked Up,1,0,2020-10-11T12:22:18-05:00,2020-10-11T14:15:35-05:00,20
495,814113,887410,860507,Payment Completed,Picked Up,0,1,2020-10-11T12:23:14-05:00,2020-10-11T14:00:46-05:00,20
472,814114,887407,860508,Payment Not Required,Picked Up,1,0,2020-10-11T12:23:18-05:00,2020-10-11T13:44:57-05:00,0
472,814115,887411,860512,Payment Not Required,Picked Up,1,0,2020-10-11T12:23:28-05:00,2020-10-11T13:24:19-05:00,0
474,814116,887438,860720,Payment Completed,Picked Up,1,0,2020-10-11T12:23:47-05:00,2020-10-11T15:10:05-05:00,25
